"COD","DESCRICAO","EAN"
"1912518","SAND HAVAIANAS CASUAL VERDE LAGO 37/8   ","7891224346950"
"1912526","SAND HAVAIANAS CASUAL VERDE LAGO 39/0   ","7891224346967"
"1912534","SAND HAVAIANAS CASUAL VERDE LAGO 41/2   ","7891224346974"
"1912542","SAND HAVAIANAS CASUAL VERDE LAGO 43/4   ","7891224346981"
"1912550","SAND HAVAIANAS CASUAL MOSTARDA 37/8     ","7891224346899"
"1912569","SAND HAVAIANAS CASUAL MOSTARDA 39/0     ","7891224346905"
"1912577","SAND HAVAIANAS CASUAL MOSTARDA 41/2     ","7891224346912"
"1912585","SAND HAVAIANAS CASUAL MOSTARDA 43/4     ","7891224346929"
"1048040","DESP TRON NIVEL/FALTA FASE RNF 380V     ","3000010480400"
"1905597","SALGADINHO TROFEU QUEIJO 40G            ","7896336011468"
"1905600","SALGADINHO TROFEU CHURRASCO 40G         ","7896336011482"
"1905619","SALGADINHO TROFEU COSTELINHA 40G        ","7896336010270"
"206849","SALSICHA HOT DOG MANA KG                ","20684"
"1047272","LATA PROMOCIONAL LITOGRAFADA            ","3000010472726"
"1908855","LAMP LED FLC A55 4,5W                   ","7899433612316"
"1909835","ASSADEIRA MARINEX OVAL MEDIA 3,2L       ","7891155043553"
"1909843","ASSADEIRA MARINEX OVAL GDE 4,2L         ","7891155043560"
"1910736","CHOC BARRA HERSHEYS DARK CRANBER 100G   ","7898292888283"
"1912313","SAND HAVAIANAS COLOR FLOR BEG PALHA 33/4","7890541037954"
"1912321","SAND HAVAIANAS COLOR FLOR BEG PALHA 35/6","7890541037961"
"1912330","SAND HAVAIANAS COLOR FLOR BEG PALHA 37/8","7890541038579"
"1912348","SAND HAVAIANAS COLOR FLOR BEG PALHA 39/0","7890541038586"
"1912356","SAND HAVAIANAS COLOR FLOR MORANGO 33/4  ","7890541039767"
"1912364","SAND HAVAIANAS COLOR FLOR MORANGO 35/6  ","7890541040671"
"1912372","SAND HAVAIANAS COLOR FLOR MORANGO 37/8  ","7890541040688"
"1912380","SAND HAVAIANAS COLOR FLOR MORANGO 39/0  ","7890541040718"
"1912399","SAND HAVAIANAS COLOR MANDA LAVANDA 33/4 ","7890541035868"
"1908251","BEB ENERG FUSION LIMAO/HORTELA 310ML    ","7891991013079"
"1047329","DESP CONTATOR 3TS33 220V                ","3000010473297"
"1047337","DESP FAIXA ADES SINALIZACAO 3M L/E      ","3000010473372"
"1047345","DESP FAIXA ADES SINALIZACAO 3M L/D      ","3000010473457"
"1047353","DESP FAIXA ADES SINALIZACAO 3M PARACHOQ ","3000010473532"
"1909509","BOMBA AGUA UNICASA VERDE 20CM           ","7899110639315"
"1909517","SACA ROLHA MIMO STYLE REFAZ9185         ","7898452508969"
"1909525","TESOURA COZINHA UNICASA MULTIUSO        ","7899110643558"
"1909533","PINO FORLUX MULTIP BARRA BCO 2P+T R10523","7899711500656"
"1913719","ROBO WORLD SUPER POWER C/ 2 ACESS R270  ","7896523207520"
"1914286","VENTILADOR ARNO COMPACT FORCE 30CM      ","7895500725323"
"1914294","SAB PALMOLIVE NAT JASMIN/MANT 85G LV8PG7","7891024035351"
"1914308","SAB PALMOLIVE NAT OLEO ARGAN 85G LV8PG7 ","7891024035245"
"1914596","AMAC ROUPAS YPE CONC ENCANTO 500ML      ","7896098901489"
"206920","PICANHA SUINA SEARA KG                  ","20692"
"1915436","FRALDA DESC CLIN OFF SUP SEQ P C/28     ","7898067951273"
"1915444","ESMALTE IMPALA PARAIS EX LENCO EST 7,5ML","7896111977446"
"1915606","CANETA JOCAR OFFICE DETECTA CEDULA FALSA","7897256261223"
"1046950","SACO LIXO 200L PRETO C/100              ","3000010469504"
"1911090","CADERNO JANDAIA CARTOG UNICORN 96FLS CD ","7894494650543"
"1911236","BRINQ VINIL MARALEX DINO BABY REF120    ","7898032599516"
"1911244","BRINQ VINIL MARALEX UNICORNIO BABY R110 ","7898032599509"
"1911252","BONECO MARALEX X NEON CYBER R920        ","7898032599202"
"1911341","MAC INST NISSIN MIOJO GAL CAIP L5P4 425G","7891079013021"
"1911600","CALDO MAGGI GALINHA MENOS SODIO 57G     ","7891000253540"
"1911619","CALDO MAGGI CARNE MENOS SODIO 57G       ","7891000253564"
"1911724","BATERIA RAYOVAC LITIO 223A 6V           ","12800462353"
"1923897","SAND HAVAIANAS TOP ATHLE AMAR NEON 35/6 ","7893249149516"
"1923900","SAND HAVAIANAS TOP ATHLE AMAR NEON 39/0 ","7893249149530"
"1923978","OLEO COCO DONA CHICA EXTR VIRG 200ML    ","7898962421116"
"1923986","CHIPS COCO DONA CHICA BRANCO 50G        ","7898994529378"
"1923994","CHIPS COCO DONA CHICA QUEIMADO 50G      ","7898994529330"
"1924001","LEITE COCO PO DONA CHICA 100G           ","7898994529385"
"1924010","LEITE COCO PO DONA CHICA VEGANO 100G    ","7898962421086"
"1924605","PAPEL TOALHA SPLASH 20X22CM             ","7898024270331"
"1926187","LIQUIDIFIC MALLORY FLASH MIX BCO/CZ 220V","7896443133602"
"1048686","DESP JARRA VIDRO CAFE 1L                ","3000010486860"
"1048694","DESP CHALEIRA ELETRICA AMARELA 1,7L     ","3000010486945"
"4014","COPO JACK DANIEL´S 400ML PRETO PROM     ","401"
"1919814","CERA LIQ GUARANI INCOLOR 750ML          ","7897274416261"
"1919830","AMAC ROUPAS GUARANI FANTASIA 500ML      ","7897274429124"
"1919830","AMAC ROUPAS GUARANI FANTASIA 500ML      ","17897274419122"
"1919849","NAFTALINA GUARANI 30G                   ","7897274416278"
"1049135","DESP COOLER SALON LINE CAHOS            ","3000010491352"
"1049143","DESP DISPLAY CHAO NIELLY GOLD PPL       ","3000010491437"
"1919946","CAFE LEITE MARATA DESCAFEINADO SCH 200G ","7898286203153"
"1048821","DESP EXPOSITOR BASI 15 GANCHOS          ","3000010488215"
"1048872","DESP PAPEL TOALHA RENDIPEL 6X200MT      ","3000010488727"
"1048880","DESP PAPEL TOALHA RENDIPEL 8X300MT      ","3000010488802"
"1048899","DESP PA COLETORA SUPERPRO 9260          ","3000010488994"
"1921894","BACON SEARA CUBOS 140G                  ","7894904006205"
"1049640","DESP FIBRA LIMPEZA PESADA VERDE         ","3000010496401"
"1049658","DESP GATILHO PULVERIZADOR BCO           ","3000010496586"
"1049666","DESP GATILHO SABONETE IRGASSAN SEV 5L   ","3000010496661"
"1049674","DESP VASSOURA TALIMPO PLUS C/CABO       ","3000010496746"
"1920294","CAFE SOLUV SANTA CLARA RES FAMIL SH 50G ","7896224836234"
"1920308","CAFE SOLUV SANTA CLARA RES FAMIL VD 100G","7896224836241"
"1920316","CAPSULA CAFE 3 CORAC RIT CER MIN C/10 8G","7896005808528"
"1920324","CAPPUCCINO 3 CORACOES BALANCE 180G      ","7896005808016"
"1920332","CANECA MEXBRAS BARCELONA 400ML          ","7898594913157"
"1920340","CANTIL MEXBRAS BARCELONA 450ML          ","7898594913133"
"1920359","COPO MEXBRAS BARCELONA 500ML            ","7898594913140"
