"COD","DESCRICAO","EAN"
"1854992","REFRESCO ITALAC ABACAXI 300G            ","7898080642028"
"1034340","MESA PLASTICA ITAIPAVA                  ","3000010343408"
"1034359","GUARDA SOL ITAIIPAVA                    ","3000010343590"
"1035070","DESP CADEIRA PRESIDENTE GIRATORIA       ","3000010350703"
"1035088","LONGARINA 2 LUGARES                     ","3000010350888"
"1035096","DESP CADEIRA FIXA FERRO                 ","3000010350963"
"1861280","IOG NESTLE CHAMYTO MORANGO 360G         ","7891000244920"
"1862200","CHOC BARRA GAROTO BCO CAST CAJU 100G    ","7891008109955"
"1862219","CHOC BARRA GAROTO BCO BISC NEGRE 100G   ","7891008109863"
"1862227","CHOC BARRA GAROTO MEIO AMARGO 100G      ","7891008115420"
"206083","COXAO MOLE STROGONOFF FRIBAL KG         ","20608"
"206091","COXAO MOLE CUBO FRIBAL KG               ","20609"
"1858220","SAND GRENDHA INSPIRESE BEGE             ","7909224260388"
"1858238","SAND GRENDHA INSPIRESE PRETO            ","7909224260449"
"1858246","SAND GRENDHA INSPIRESE ROSA CLARO       ","7909224260562"
"1858254","SAND IPANEMA MARI FEM PRETO/AZUL        ","7909224180747"
"1858262","SAND IPANEMA MARI FEM VERDE/ROSA        ","7909224180808"
"1858270","SAND IPANEMA JOLIE II INF VERDE/VERDE   ","7909224087954"
"1858289","SAND IPANEMA JOLIE II INF ROSA/ROSA     ","7890244576019"
"1858289","SAND IPANEMA JOLIE II INF ROSA/ROSA     ","7909224088012"
"1858289","SAND IPANEMA JOLIE II INF ROSA/ROSA     ","7909224828182"
"1858289","SAND IPANEMA JOLIE II INF ROSA/ROSA     ","7909510889910"
"1858289","SAND IPANEMA JOLIE II INF ROSA/ROSA     ","7909937396565"
"1858297","SAND IPANEMA JOLIE II INF LARANJA/LARANJ","7909224088074"
"1858530","ALIM PO APTAMIL PROFUTURA 1 LT 400G     ","7795323002727"
"1861719","BALA HARIBO TROPIFRUTTI 100G            ","7898629570232"
"1861727","BALA HARIBO FRUTAS URSINHO OURO 100G    ","8426617002510"
"1861735","BALA HARIBO UVA 100G                    ","7898629570126"
