"COD","DESCRICAO","EAN"
"1516388","SH TUTBOO ALGAS 350ML                   ","7898126402265"
"1516426","SH MONANGE BRILHO INTENSO 350ML         ","7896094999107"
"1516434","SH QUERAVIT 200ML                       ","7898126401213"
"1516442","SH MONANGE FORTIFICANTE 350ML           ","7896094999077"
"1516477","SH MONANGE RECONSTRUTOR 350ML           ","7896094999145"
"1512528","SAB LIQ ANTISEP ASEPLYNE AROEIRA 200ML  ","7897161390032"
"1512544","SAB LIQ PALMOLIVE MURUMURU ORQ 250ML    ","7891024178973"
"1512617","SAB LIQ LUX SEDUZA ME 250ML             ","7898422749286"
"1512625","SAB LIQ LUX RECARREGUE SE 250ML         ","7891037408302"
"1512676","SAB LIQ LUX REFRESQUE SE 250ML          ","7891037408104"
"1512714","SAB LIQ LUX TENTACAO PERA 250ML         ","7891150007482"
"1512749","SAB LIQ LUX ENERGIZE SE 250ML           ","7891037408203"
"1512773","SAB LIQ LUX DEGUSTA ME 250ML            ","7891150003880"
"1512790","SAB LIQ LUX DELICIA MACADAMIA 250ML     ","7891150007437"
"1512811","SAB LIQ LUX SURPRESA MORANGO 250ML      ","7891150007413"
"1521756","ESMALTE BIG UNIV CREMOSO FOBOS 15,5ML   ","7897534910423"
"1521772","ESMALTE BIG UNIV CREMOSO JADE 15,5ML    ","7897534913875"
"1521780","ESMALTE BIG UNIV CREMOSO ZOND 15,5ML    ","7897534910324"
"1521837","ESMALTE BIG UNIV CREMOSO POLAR 15,5ML   ","7897534910263"
"1521845","ESMALTE BIG UNIV CREMOSO APEX 15,5ML    ","7897534910386"
"1521861","ESMALTE BIG UNIV CREMOSO NEBULA 15,5ML  ","7897534910225"
"1521870","ESMALTE BIG UNIV CREMOSO PINK 15,5ML    ","7897534913868"
"1521888","ESMALTE BIG UNIV CREMOSO INCOLOR 15,5ML ","7897534910218"
"1503731","TINT NATUCOR 8.3 LOUR/CLAR/DOUR         ","7896013502845"
"1512137","DES AERO REXONA TEENS 48H TROPICAL 64G  ","7791293983905"
"1512153","DES AERO AXE MUSIC STAR 90ML            ","7791293005386"
"1512188","DES AERO AXE 90ML TWIST                 ","7791293012889"
"1512200","DES AERO AXE CHOCO DARKTEMPTATIO 58G    ","7791293005188"
"1512234","LENCO PAPEL KLEENEX DUPLO S/PERF C/50   ","7891172161162"
"1512269","PROT DIARIO CAREFREE BRISA S/A C/40     ","7891010039783"
"1512315","PROT DIARIO CAREFREE ORIGINAL S/A C/40  ","7891010009618"
"1512323","PROT DIARIO CAREFREE NEUTRALIZE S/A C/40","7891010875596"
"1513524","CR HID SKALA AMENDOAS DOCES 500ML       ","7897042007141"
"1516469","SH SHITAKE PLUS 350ML                   ","7898126403453"
"1516485","SH MONANGE PROTECAO COR 350ML           ","7896094999114"
"1516507","SH MONANGE LUZES NATURAIS 350ML         ","7896094999084"
"1516531","SH MONANGE EXTRAPERFUME 350ML           ","7896094999121"
"1516515","KIT SH+COND NIELY GOLD FOR MEN 275+175ML","7896000715326"
"1516590","KIT SH+COND NIELY GOLD CHOCO 275+175ML  ","7896000711922"
"1516590","KIT SH+COND NIELY GOLD CHOCO 275+175ML  ","7896000724564"
"1516574","SH FRUCTIS HIDRA CACHOS 300ML           ","7896014149087"
"1516620","SH FRUCTIS NORMAIS 300ML                ","7896014149452"
"1516612","KIT SH+COND NIELY GOLD ANT STR 275+175ML","7896000713520"
"1512862","SAB LIQ LUX BRILHE 250ML                ","7898422753009"
"1512960","SAB LIQ ANTISEP ASEPTOL ERVA DOCE 200ML ","7896273058373"
"1512960","SAB LIQ ANTISEP ASEPTOL ERVA DOCE 200ML ","7898970559405"
"1513060","SAB LIQ LIFEBUOY FRESH 250ML            ","7891150006942"
"1513117","SAB LIQ LIFEBUOY TOT 250ML              ","7891150006966"
"1513265","SAB LIQ LIFEBUOY CREAM 250ML            ","7891150006959"
"1513290","SAB LIQ NIVEA CASHMERE MOMENTS 250ML    ","4005808513536"
"1513346","SAB LIQ NIVEA PEARL BEAUTY 250ML        ","4005808513543"
"1513397","SAB BIOCARE C/3 CAFE 90G                ","7896002908702"
"1513486","SAB BIOCARE C/3 MADEIRAS 90G            ","7896002908719"
"1521896","TINT CREME NUTRISSE 81 LOU PAIX NAC     ","7896014149223"
"1521934","TINT NUTRISSE 71 LOUR/NAT/ACIN          ","7896014149216"
"1521942","TINT NUTRISSE 53 CAST/CLAR/DOUR         ","7896014195565"
"1521969","TINT NUTRISSE 60 LOUR ESC               ","7896014125340"
"1521985","TINT NUTRISSE 46 CAST VERM              ","7896014143368"
"1521993","TINT NUTRISSE 55 CAST/CLAR/ACAJ         ","7896014184323"
"1522019","TINT NUTRISSE 44 CAST/ACINZ/ACAJ        ","7896014182091"
"1522035","TINT NUTRISSE 52 CAST/CLAR/IRIS/ACAJ    ","7896014182107"
"1522051","TINT CREME NUTRISSE 10 PRETO            ","7896014125241"
"1513532","CR HID SKALA AVEIA 500ML                ","7897042005215"
"1513540","CR HID SKALA ROSAS AMENDOAS 500ML       ","7897042005222"
"1513567","CR HID SKALA PROTEINAS DO LEITE 500ML   ","7897042005833"
