"COD","DESCRICAO","EAN"
"2072483","TOALHA ROSTO SANTISTA ROYAL KNUT MOSTARD","7892949919832"
"2072521","CR HID NIVEA COCO 200ML                 ","4005900669292"
"2072530","CR HID NIVEA FLOR CEREJEIRA 200ML       ","4005900669308"
"2072548","CR HID NIVEA FLOR LARANJEIRA 200ML      ","4005900669278"
"2072580","LOCAO HID NIVEA FLOR CEREJEIRA 400ML    ","4005900669261"
"2063000","SAND HAVAIANAS KIDS TOP PETS LIMA 29    ","7909690287155"
"2063018","SAND HAVAIANAS KIDS TOP PETS LIMA 31    ","7909690287162"
"2063026","SAND HAVAIANAS KIDS TOP PETS LIMA 33    ","7909690287179"
"2063034","SAND HAVAIANAS KIDS TOP PETS LIMA 35    ","7909690287186"
"2063042","SAND HAVAIANAS KIDS SLIM FROZEN LILAS 23","7893249701806"
"2063050","SAND HAVAIANAS KIDS SLIM FROZEN LILAS 25","7893249701813"
"2063069","SAND HAVAIANAS KIDS SLIM FROZEN LILAS 27","7893249701820"
"2063077","SAND HAVAIANAS KIDS SLIM FROZEN LILAS 29","7893249701837"
"2063085","SAND HAVAIANAS KIDS SLIM FROZEN LILAS 31","7893249701844"
"2071088","SEMENTE LINHACA DUBOM 200G              ","7898920249707"
"2071100","FARINHA LINHACA DUBOM 200G              ","7898920251274"
"2071150","COLEIRA CRUSH N5                        ","7898638721236"
"2071177","COLEIRA NYLON SIMPLES N0                ","7898957638260"
"2071223","COLEIRA NYLON SIMPLES N1                ","7898957638277"
"2071240","COLEIRA NYLON SIMPLES N4                ","7898957638307"
"2071266","COLEIRA NYLON GALAO N0                  ","7898957638314"
"2071282","COLEIRA NYLON GALAO N1                  ","7898957638321"
"2071290","COLEIRA NYLON GALAO N2                  ","7898957638338"
"2066645","ESMALTE COLORAMA AGENDA CHEIA 8ML       ","7899706188661"
"2070090","EXTRATO TOMATE DEZ SCH 140G             ","7898929590626"
"2070120","FILE PEIXE PANGA NINEFISH S/PEL PCT 500G","764460895124"
"2070120","FILE PEIXE PANGA NINEFISH S/PEL PCT 500G","789116085261"
"2071436","GUIA NYLON POLIESTER                    ","7898957638796"
"1077740","DESP ENGATE PLASTICO 40CM KRONA         ","3000010777401"
"1077759","DESP TORN TANQ LISBCROM C60 FLUX        ","3000010777593"
"2071452","TEMP FLORA DA ANA 90G                   ","7898938976732"
"2071460","TEMP FLORA DO EDU 90G                   ","7898938976725"
"2071479","TORRADA PRODUFORTE AMANTEIGADA 200G     ","7898921806749"
"2072971","ACUCAR DEMERARA CORURIPE 1KG            ","7896065200065"
