"COD","DESCRICAO","EAN"
"200611","MOUSSE MARACUJA KG                      ","20061"
"200620","MOUSSE MORANGO KG                       ","20062"
"200638","PAO DORMIDO KG                          ","20063"
"1676849","DES ROLLON NIVEA FEM STRESS 50ML        ","4005808719266"
"1676857","DES ROLLON NIVEA MASC STRESS 50ML       ","4005808719105"
"1677055","PORTA TUDO PLASVALE 0,75L REF1250       ","7891115012506"
"1677063","GAR MILPLAST GELADEIRA 1,4L             ","7898411006420"
"1677071","CANECA PLASTIGEL PRINCESAS 400ML        ","7898509232670"
"1677080","CANECA PLASTIGEL MINNIE 400ML           ","7898509232724"
"1674935","CR ALIS SFERA MANTEIGA ARGAN 80G        ","7896085866067"
"1674943","DES AERO AXE SECO 48H FINAL EDITIO 90G  ","7791293014319"
"1675397","SAND HAVAIANAS COLOR AD AMAZONIA 43/4   ","7895265297066"
"1675397","SAND HAVAIANAS COLOR AD AMAZONIA 43/4   ","7895265297561"
"1675400","SAND HAVAIANAS COLOR INF FUCSIA 29/30   ","7890732057204"
"1675427","SAND HAVAIANAS COLOR INF TURQUESA 27/28 ","7891109600757"
"1675443","SAND HAVAIANAS K SL GARDEN SUP PINK 27/8","7890732338907"
"1675451","SAND HAVAIANAS SLIM PARADISO SALMA 35/6 ","7890732216847"
"1675486","SAND HAVAIANAS SLIM COOL SALMAO 35/36   ","7890732164551"
"1675494","SAND HAVAIANAS SL LOGO MET MARINHO 35/36","7890732157812"
"1675834","SAND IPANEMA CHARME FEM BEGE/ROSA 37    ","7909006507953"
"1675842","SAND IPANEMA CLASS FEM LILAS 35         ","7890875684220"
"1675869","SAND IPANEMA CLASS MASC AZUL/OPACO 39/40","7890875676287"
"1675877","SAND IPANEMA CLASS TAN VIOLET/PRTA 35   ","7909006302299"
"1675877","SAND IPANEMA CLASS TAN VIOLET/PRTA 35   ","7909006302305"
"1675885","SAND IPANEMA CHARME FEM PTO/OURO 35     ","7909006596988"
"1675893","SAND IPANEMA CHARME FEM ROSA 37         ","7909006507656"
