"COD","DESCRICAO","EAN"
"1962272","SAND HAVAIANAS FANTASIA ROM ROSA HOL 33 ","7893249084480"
"1962280","SAND HAVAIANAS FANTASIA ROM ROSA HOL 35 ","7893249084503"
"1963147","CANETA CIS HAPPY CORES SORTIDAS         ","7896326921043"
"1060899","DESP CANETA CIS FLOW 0.7 PRETA          ","3000010608996"
"1963775","AMENDOIM VITTADELY CROCANTE VEGETAL 50G ","7898607330858"
"1963783","MANTEIGA QUALICOCO S/SAL COCO 200G      ","7896552906708"
"1963805","VINAGRE DOM SPINOSA MACA 250ML          ","7898914373234"
"1971204","MOLHO TOMATE MARATA MARGUERITA 340G     ","7898286191153"
"1971212","MOLHO TOMATE MARATA NAPOLITANO 340G     ","7898286191160"
"1063405","DESP FORNO ELETRICO FTT - 300EI         ","3000010634056"
"1970780","AZEITONA MARATA VERDE S/CAROCO SCH 240G ","7898617580175"
"1970798","AZEITONA MARATA VERDE CP 220G           ","7898932426257"
"1970801","BANHO SECO SANOL DOG/CAT 500ML          ","7896183306786"
"1970810","BLOCO SANIT SANOL FOLHAS TROP C/AP 35G  ","7896183302627"
"1970828","BLOCO SANIT SANOL PINHO C/AP 35G        ","7896183302177"
"1970836","BLOCO SANIT SANOL FOLHAS TROP REF 35G   ","7896183302610"
"1970844","CALDO MARATA GALINHA 57G                ","7898932426868"
"1970844","CALDO MARATA GALINHA 57G                ","7898932426905"
"1970852","CANELA CHINA CASCA MARATA 8G            ","7898286201012"
"1061488","DESP CANECA CRISTAL PARCERIA MC 700ML   ","3000010614881"
"1963686","LEITE PO INT POLLY SCH 800G             ","7896091651626"
"1964011","CHA BARAO ABACAXI C/HORTELA 13G         ","7896328210343"
"1964020","CHA BARAO MATE VERDE 18G                ","7896328210572"
"1964038","CHA BARAO POS-REFEICAO 13G              ","7896328210282"
"1964046","CHA BARAO HIBISCO 13G                   ","7896328210183"
"1964054","BISC INT COOKIES NATIVE S/LACT BAUN 40G ","7898206500584"
"1964062","BISC INT COOKIES NATIVE S/LACT CHOC 40G ","7898206500591"
"1964070","BISC INT COOKIES NATIVE AVEIA/MACA 40G  ","7898206502670"
"1975293","CERV CORONA EXTRA LN 330ML              ","7891149108718"
"1975293","CERV CORONA EXTRA LN 330ML              ","7891149108732"
"1977130","BISC ARROZ BAUDUCCO PARMESAO 100G       ","8852098706935"
"1977130","BISC ARROZ BAUDUCCO PARMESAO 100G       ","18852098706079"
"1977148","PENEIRA ARCAPLAST MULTIUSO AMARELA 18CM ","7898630253858"
"1064630","BICICLETA ARO 12 MEAD PATY FEM          ","3000010646301"
"1064649","DESP CONTROLADOR TEMP DIG TLY25H        ","3000010646493"
"1979892","CAIPIROSKA SKARLOFF LIMAO 1L            ","7896547501086"
"1979965","DES AERO MONANGE 48H SENSIVEL 90G       ","7891350034615"
"1979973","BEB ENERG FURIOSO 2L                    ","7898942053306"
"1979990","LUSTRA MOVEIS UAU ROSAS/SEDUCAO 200ML   ","7891242470231"
"1972472","LAPIS FABER CASTELL REDONDO AZUL BT     ","7891360491439"
"1974424","JOGO COPAG HARRY POTTER                 ","7896008994419"
"1974432","JOGO COPAG LIGA DA JUSTICA              ","7896008994433"
"1974440","JOGO COPAG POKEMON C/6                  ","7896008994556"
"1974459","JOGO COPAG UNO                          ","7896008981891"
"1974467","MOLHO TAMBAU INGLES 150ML               ","7896945400745"
"1974475","MOLHO TAMBAU SHOYU 150ML                ","7896945401025"
"1974483","MOLHO TAMBAU EXTRA PICANTE 150ML        ","7896945402848"
"1974491","CACHACA SALINAS TRAD 700ML              ","7897877000065"
"1972650","FRALDA DESC PAMPERS PAN A TOT G C/16    ","7500435146159"
"1972669","FRALDA DESC PAMPERS PAN A TOT M C/20    ","7500435146142"
"1974858","BOLO PANEFINA CASEIRO 450G              ","7898902994298"
"1974866","BOLO PANEFINA MACAXEIRA 450G            ","7898902994250"
"1974874","BOLO PANEFINA MILHO 450G                ","7898902994212"
"1974882","BOLO PANEFINA NATA 450G                 ","7898902994397"
"1974890","BOLO PANEFINA LARANJA 450G              ","7898902994236"
"1974904","BOLO PANEFINA BAUNILHA 450G             ","7898902994205"
"1974912","BOLO PANEFINA FORMIGUEIRO 450G          ","7898902994267"
"1973290","CESTO ARQPLAST ESCRITORIO RED PT 10L    ","7898280072670"
"1973290","CESTO ARQPLAST ESCRITORIO RED PT 10L    ","7908439801201"
"1973703","SACO LIXO ESFREBOM 50LT C/10            ","7896001003033"
"1974831","LIQUIDIFICADOR BRITANIA DIAM 4 VELO 800W","7899466421480"
"1975404","BRINQ HELICOPTERO LUMMAR SOLAPA         ","7898954378824"
"1975412","BRINQ MOTO LUMMAR CROSS SOLAPA          ","7898954378800"
"1975420","BRINQ MOTO LUMAR SPORT                  ","7898954378565"
"1063731","DESP WINDOWS SERVER STAND CORE 2019     ","3000010637316"
"1064312","DESP BANDEJA PRANCHA  P-02 C/200        ","3000010643126"
"208981","PALETA BOV FRIBAL S/OS HEART SEL CONG KG","20898"
"1972243","DOCE FLOR DO LAR CRISTAL BANANA 400G    ","7897707101351"
"1972251","DOCE FLOR DO LAR LEITE TABLETE 300G     ","7897707100019"
"1972260","DOCE FLOR DO LAR MARIOLA GOIABA 300G    ","7897707101955"
"1972278","DOCE FLOR DO LAR MARIOLA BANANA 300G    ","7897707101986"
"1975692","VODKA KRISKOF TRAGO RUSSO 900ML         ","7896685200193"
"1063898","DESP BERCO MINI CAMA ALEGRIA WENGUE 1144","3000010638986"
"1063901","DESP ROUPEIRO/COMODA MEU BEBE WENGU CARV","3000010639013"
"1063910","DESP CAP SOLDAVEL 25MM KRONA            ","3000010639105"
"1977628","GOMA MASC TRIDENT XFRESH MENTA 18G      ","7622210887658"
"1974017","AMENDOIM DORI PETTIZ NATURAL 500G       ","7896058503760"
"1974505","APERITIVO GOLD PAR 1L                   ","7896685200636"
"1974513","CONHAQUE DEMOCRATA 900ML                ","7896685200155"
"1974521","LIMP MR MUSCULO DESENG LIMP 400ML GT20% ","7894650012710"
"1974530","BLOCO SANIT PATO C/APLIC C/2 ADES 12,7G ","7894650013793"
"1975528","SH DOVE NUTRITIVE RECUPER EXTREMA 400ML ","7891150043220"
"1975536","GAR TERM ALADDIN MASSIMA PRETA 500ML    ","7891108012216"
"1063812","DESP DIVISORIA VIDRO TEMP 8MM ALUMINIO  ","3000010638122"
"1976060","CAIXA ORG PLASUTIL C/TP 5 DIVIS REF7805 ","7896042078052"
