"COD","DESCRICAO","EAN"
"1500104","FEIJAO CORDA PRECIOSO 1KG               ","7898926342068"
"1500228","FEIJAO CORDA KICALDO 1KG                ","7896116901347"
"1500309","FEIJAO CORDA PARCERIA 1KG               ","7898947188041"
"1500392","FEIJAO CARIOCA TIO MARCIO 1KG           ","7898402890014"
"1500511","CANJIQUINHA SAO BRAZ SCH 200G           ","7891091010305"
"1500520","CANJIQUINHA MILHO YOKI 200G             ","7891095200542"
"1500538","CANJICA MILHO YOKI VAPOR 500G           ","7891095014118"
"1500546","CANJICA MUNGUZA YOKI VAPOR 500G         ","7891095014125"
"1500554","PIPOCA MICRO BOOM MAGIC QUEIJO 100G     ","7898922570137"
"1500570","PIPOCA MICRO BOOM MAGIC AMANTEIGADA 100G","7898922570090"
"1500023","FEIJAO CORDA KARAJA 1KG                 ","7898113620153"
"1500341","ARROZ BCO TIO JOAO 1KG                  ","7893500020110"
"1500341","ARROZ BCO TIO JOAO 1KG                  ","7893500020127"
"1500368","ARROZ BCO CAMIL 1KG                     ","7896006711117"
"1500368","ARROZ BCO CAMIL 1KG                     ","27896006711517"
"1500406","FLOCAO MILHO SINHA 500G                 ","7892300000933"
"1500406","FLOCAO MILHO SINHA 500G                 ","17892300000930"
"1500422","FLOCAO MILHO DONA CLARA 500G            ","7896490288775"
"1500422","FLOCAO MILHO DONA CLARA 500G            ","17896490288772"
"1500422","FLOCAO MILHO DONA CLARA 500G            ","27896490288779"
"1500449","FLOCAO MILHO VITAMILHO 500G             ","7898366930023"
"1500449","FLOCAO MILHO VITAMILHO 500G             ","17898366930020"
"1500473","FLOCAO MILHO NORDESTINO 500G            ","7891091010558"
"1500490","CANJIQUINHA MILHO VITAMILHO 200G        ","7898366930061"
"1500503","CANJIQUINHA MILHO VITAMILHO DIET 130G   ","7898366931624"
"1500031","PIPOCA MICRO YOKI NATURAL 100G          ","7891095100125"
"1500031","PIPOCA MICRO YOKI NATURAL 100G          ","57891095110624"
"1500040","PIPOCA MICRO YOKI LIGHT MANTEIGA 100G   ","7891095101856"
"1500066","PIPOCA MICRO YOKI MANTEIGA CINEMA 100G  ","7891095008452"
"1500066","PIPOCA MICRO YOKI MANTEIGA CINEMA 100G  ","57891095008457"
"1500074","PIPOCA MICRO YOKI MANTEIGA 100G         ","7891095100934"
"1500074","PIPOCA MICRO YOKI MANTEIGA 100G         ","57891095110167"
"1500082","PIPOCA MICRO YOKI QUEIJO 100G           ","7891095100712"
"1500090","PIPOCA MICRO YOKI BACON 100G            ","7891095100729"
"1500112","PIPOCA MICRO YOKI MANTEIGA SUAVE 100G   ","7891095101719"
"1500120","PIPOCA MICRO YOKI NATURAL SAL 100G      ","7891095002207"
"1500139","PIPOCA MICRO YOKI LIGHT NATURAL 100G    ","7891095101849"
"1500058","ARROZ BCO PAI JOAO 1KG                  ","7896024340337"
"1500147","PIPOCA MICRO FAVILLE QUEIJO 100G        ","7898148552443"
"1500155","FEIJAO BCO PRECIOSO 1KG                 ","7898926342075"
"1500180","PIPOCA MICRO FAVILLE MANTEIGA 100G      ","7898148552412"
"1500198","PIPOCA MICRO FAVILLE CHOCOLATE 100G     ","7898148552436"
"1500210","PIPOCA MICRO FAVILLE BACON 100G         ","7898148552429"
"1500163","ARROZ BCO EFEGE 1KG                     ","7898215020011"
"1500244","PIPOCA MICRO VITAMILHO MANTEIGA 100G    ","7898366930672"
"1500279","PIPOCA MICRO VITAMILHO QUEIJO 100G      ","7898366931747"
"1500015","FARINHA MAND BCA PRECIOSO 1KG           ","7898926342037"
"1500287","PIPOCA MICRO VITAMILHO BACON 100G       ","7898366931754"
"1500295","PIPOCA MICRO VITAMILHO NATU C SAL 100G  ","7898366930665"
"1500252","FEIJAO BCO TIO MARCIO 1KG               ","7898402890038"
"1500325","ARROZ BCO KARAJA 1KG                    ","7898113625639"
"1500236","FAR MILHO FLOCADA NOVOMILHO 500G        ","7891091010022"
"1500414","MASSA MILHO VITAMILHO 500G              ","7898366930016"
"1500414","MASSA MILHO VITAMILHO 500G              ","37898366930017"
"1500457","MASSA MILHO CORINGA 500G                ","7896481130229"
"1500465","FEIJAO CARIOCA KICALDO 1KG              ","7896116900029"
"1500481","FEIJAO CARIOCA GRANULAR 1KG             ","7898384200382"
"1500910","FECULA MANDIOCA PRECIOSO 1KG            ","7898926342242"
"1500937","FECULA MANDIOCA FIBRA 1KG               ","7898384200214"
"1500945","GOMA DONA INES SECA 1KG                 ","7898246080039"
"1501003","FEIJAO CARIOCA PRECIOSO 1KG             ","7898926342051"
"1501038","FEIJAO BCO KARAJA 1KG                   ","7898113620481"
"1501070","FEIJAO CARIOCA PARCERIA 1KG             ","7898947188034"
"1501089","FEIJAO CARIOCA KARAJA 1KG               ","7898113620108"
"1501020","MILHO KARAJA 1KG                        ","7898113620207"
"1501119","FEIJAO PRETO FIBRA 1KG                  ","7898384200139"
"1501127","ARROZ PARB KARAJA 1KG                   ","7898113620405"
"1500856","TAPIOCA YOKI 500G                       ","7891095300648"
"1500988","TAPIOCA AMAFIL GROSSA 500G              ","7896035941912"
"1501097","MIST PAO QUEIJO AMAFIL 500G             ","7896035931036"
"1501143","FEIJAO PRETO TIO MARCIO 1KG             ","7898402890045"
"1501160","MIST PAO QUEIJO YOKI 250G               ","7891095300808"
"1501186","FEIJAO BCO TOZZO 1KG                    ","7896393400151"
"1501216","FEIJAO CARIOCA PRATO BOM 1KG            ","7896116900302"
"1501100","PROTEINA SOJA ITAGUARY CARNES BCA 400G  ","7898365320450"
"1501240","FEIJAO BCO FIBRA 1KG                    ","7898384200122"
"1501224","POLVILHO AZEDO YOKI 500G                ","7891095300617"
"1501259","PROTEINA SOJA ITAGUARY CARNE 400G       ","7898365320443"
"1501267","FAVA TIO MARCIO 1KG                     ","7898402890267"
"1501283","POLVILHO AZEDO AMAFIL 500G              ","7896035921136"
"1501305","FEIJAO FRADINHO KICALDO 1KG             ","7896116901385"
"1501291","FUBA MILHO YOKI 500G                    ","7891095200450"
"1501348","FEIJAO PRETO KICALDO 1KG                ","7896116900050"
"1501348","FEIJAO PRETO KICALDO 1KG                ","7896116900647"
"1501372","FEIJAO PRETO PRECIOSO 1KG               ","7898926342082"
"1501399","MAC CAPELETTI RENATA QUEIJO 250G        ","7896022203528"
"1501402","FEIJAO PRETO KARAJA 1KG                 ","7898113620511"
"1500589","PIPOCA MICRO BOOM MAGIC NATURAL 100G    ","7898922570014"
"1500600","ACUCAR CRISTAL MARACAJA 1KG             ","7898925108016"
"1500651","ACUCAR CRISTAL EFEGE 1KG                ","7898215020219"
"1500678","ACUCAR CRISTAL FIBRA 1KG                ","7898384200061"
