"COD","DESCRICAO","EAN"
"2001098","AMAC ROUPAS DOWNY CONC BRISA VERAO 500ML","7506195143834"
"2001101","AMAC ROUPAS RUTH CARE BABY YLANG 1L     ","7896056404441"
"2001110","AMAC ROUPAS RUTH CARE BABY ALOE VERA 1L ","7896056404434"
"2001128","POLIDOR ALUM CAMPESTRE 500ML            ","7898248600105"
"2001136","ACIDO MURIATICO BRILHO PRATICO 1L       ","7898943124067"
"6004458","DETERG PO UFE COCO 500G                 ","7896060401559"
"2001144","LIMPADOR UAU LIMP PERF FLORES VERM 500ML","7891242457058"
"6003150","CATCHUP STELLA DORO TRAD 200G           ","7898902299522"
"2002450","MAIONESE HELLMANNS TARTARO SCH 196G     ","7891700204446"
"6003168","PALMITO PALMEIRON RODELAS VD 300G       ","7898366930658"
"2002442","EXTRATO TOMATE EXTRATOMATO TP 140G      ","7896036094907"
"6003176","PALMITO KENKO VD 300G                   ","7896007862337"
"2002469","MOLHO TOMATE POMAROLA TRADICIONAL 260G  ","7896036095096"
"2002477","EXTRATO TOMATE EXTRATOMATO TP 370G      ","7896036094914"
"6003184","AZEITONA PREDILECTA VERDE 200G          ","7896292305212"
"2002485","MOLHO TOMATE POMAROLA TRADICIONAL 520G  ","7896036095102"
"1718410","LEITE PO SOJA SPIRRO BAUNILHA 200G      ","7898388882218"
"1718436","EXTRATO SOJA AMOR VIDA MORANGO 500G     ","7898135990036"
"1700588","BEB SOJA SOLLYS TANGERINA TP 1L         ","7891000072080"
"1718444","BEB SOJA SOLLYS MANGA TP 1L             ","7891000079645"
"1718452","BEB SOJA ADES+SUCO MELAO TP 1L          ","7891150015852"
"2000008","TINT FLEURY 2,88 PRETO                  ","7896013549062"
"2000016","TINT FLEURY 5,66 CASTANHA               ","7896013532507"
"2000024","GEL CAP VITA CAPILI GEL COLA AZUL 180G  ","7896279111638"
"2000032","GEL CAP VITA CAPILI GEL COLA LARAJ 180G ","7896279111621"
"6001130","SH SHAMPET 250ML ANTI PULGAS 3EM1       ","7898087390090"
"6001149","SH PET MAX 250ML 2EM1                   ","7897940700182"
"6001157","SH PET MAX 250ML ANTI PULGAS            ","7897940700014"
