"COD","DESCRICAO","EAN"
"1984063","ALCOOL LIQ START 46% 1L                 ","7897534801752"
"1984071","ALCOOL LIQ ASSEPTEGEL 70% 1L            ","7897534809468"
"1984071","ALCOOL LIQ ASSEPTEGEL 70% 1L            ","7897534852716"
"1984080","LIMPADOR GEL AZULIM CONC ORANGE 500G    ","7897534831698"
"1986740","BISC RECH FUTURINHOS BRIGADEIRO 60G     ","7898954857183"
"1986759","BISC RECH FUTURINHOS MORANGO 60G        ","7898954857176"
"1986767","BISC RECH FUTURINHOS BLACK 60G          ","7898954857435"
"1986783","PEITO FGO SADIA MOLHO TOMATE PCT 350G   ","7891515487331"
"210587","RACAO DOG CHOW AD RACAS PEQ AGR KG      ","21058"
"1991248","LEITE COND MOCA SEMIDESN LT 405G        ","7891000322789"
"1991248","LEITE COND MOCA SEMIDESN LT 405G        ","7891000322796"
"1992279","LEITE PO DESN INST ITALAC SH 200G       ","7898080640550"
"1992279","LEITE PO DESN INST ITALAC SH 200G       ","7898080641700"
"1992708","SAND CARTAGO MALTA IV DED INF CINZA/AZUL","7909510461031"
"1992716","SAND CARTAGO MALTA IV DED INF PRETO/PRET","7909510461130"
"1992724","SAND CARTAGO SIENA GASPEA AD MAR/MAR    ","7909510656628"
"1992732","SAND CARTAGO DAKAR SAND AD PRETO/PRETO  ","7909510511026"
"1992740","SAND IPANEMA SALADA FRUTAS AZ/AZ/VERME  ","7909510287839"
"1992872","DES AERO ABOVE ELEMENTS HURRICANE 150ML ","7899674027504"
"1992880","DES AERO ABOVE ELEMENTS OCEAN 150ML     ","7899674027481"
"1992880","DES AERO ABOVE ELEMENTS OCEAN 150ML     ","37899674027482"
"1992902","DES AERO ABOVE ELEMENTS VULCAN 150ML    ","7899674027467"
"1992902","DES AERO ABOVE ELEMENTS VULCAN 150ML    ","37899674027468"
"1983393","BISC WAFER LIANE CHOCOLATE 115G         ","7896080880143"
"1983407","BISC WAFER LIANE MORANGO 115G           ","7896080880211"
"1983431","COBERTURA OETKER CHOCOLATE 190G         ","7891048014318"
"1983440","COBERTURA OETKER MORANGO 190G           ","7891048014301"
"1983512","SAB REXONA ANTIB LIMP PROFUND AZ CLA 84G","7891150066908"
"1983520","SAB DOVE BABY GLICERINA 75G             ","7891150065321"
"1983644","SUCO ALIANCA UVA INTEGRAL TP 1L         ","7896100503090"
"1983830","OVO PASCOA CACAU SHOW ZERO ACUCAR 180G  ","7896986239854"
"1983849","OVO PASCOA CACAU SHOW ZERO LACTOSE 180G ","7896986222184"
"1987151","BALDE JAGUAR PIPOCA 5,5L                ","7896952541516"
"1987160","ESCORREDOR TALHER JAGUAR C/TAMPA        ","7896952517221"
"1835238","REFRIG FANTA LARANJA SLEEK LT 220ML     ","7894900030402"
"1992520","POTE SANREMO QUAD 530ML                 ","7896359013142"
"1992538","POTE SANREMO RED PLAST BX               ","7896359000449"
"1992546","POTE SANREMO RED PLAST 620ML            ","7896359013166"
"1992554","RODO PIA SANREMO 14CM                   ","7896359014439"
"1992562","SANDUICHEIRA SANREMO PLAST              ","7896359013456"
"1992570","ALCOOL GEL UNOLAR ANTISSEP 4,4KG        ","7896654100790"
"1982591","IOG VIGOR MIX GRANOLA CASTANHA 165G     ","7891999000071"
"1982605","IOG VIGOR MIX GRANOLA CHOCOLATE 165G    ","7891999000088"
"1982613","IOG VIGOR MIX TRAD C/SUCRILHOS 165G     ","7891999470201"
"1983881","OVO PASCOA CACAU SHOW BELLAS MOCH 160G  ","7896986246845"
"1983890","OVO PASCOA CACAU SHOW MASTERCHEF JR 130G","7896986246852"
"1983903","OVO PASCOA CACAU SHOW SCOOBY DOO 180G   ","7896986246890"
"1983911","OVO PASCOA CACAU SHOW BRIGADEIRO 200G   ","7896986246906"
"1983920","OVO PASCOA CACAU SHOW MONTEBELLO 155G   ","7896986246913"
"1983938","OVO PASCOA CACAU SHOW MAGIA LEITE 80G   ","7896986238444"
"1992970","MASCARA DESC TRICOLINE                  ","3000019929702"
"1067389","DESP NESCAFE ALEGRIA FTP60E V1.0 BM     ","3000010673895"
"1993747","BEB LACTEA NESTON BANANA/MACA 280ML     ","7891000305690"
"1993828","KIT VEJA LIMPADOR/DESENG/BANHEIR 3X500ML","7891035000515"
"1993836","ALVEJANTE VANISH MULTI SUPER ECON 1,2L  ","7891035000010"
"1993844","ALVEJANTE VANISH WHITE SUPER ECON 1,2L  ","7891035000027"
"1993852","LIMP VEJA PERFUMES JASMIM 500ML         ","7891035000249"
"1993860","LIMP VEJA PERFUMES TULIPA 500ML         ","7891035000270"
"1993887","BEB LACTEA BIG GUT MORANGO GF 900G      ","7897469400976"
"1982354","ALMONDEGA SEARA BOVINA NATURE 375G      ","7894904077311"
"1982362","DESINF LYSOFORM LAVANDA 1L              ","7894650014202"
"1982370","DESINF LYSOFORM CITRUS 1L               ","7894650014219"
